,x_ego,y_ego,v_ego,a_ego,yaw_ego,width_ego,length_ego,x_1,y_1,v_1,a_1,yaw_1,width_1,length_1,x_2,y_2,v_2,a_2,yaw_2,width_2,length_2,x_3,y_3,v_3,a_3,yaw_3,width_3,length_3,x_4,y_4,v_4,a_4,yaw_4,width_4,length_4,end
2.500000000000001,27.085341923978362,-0.093649,11.977912370371449,-0.7063527354280423,0.0,2.1,4.5,70.14,1.43,1.05,6.8,0.006,2.1,4.5,33.78,2.42,0.1,1.0,0.0,2.1,4.5,145.23,1.2,5.1,0.0,0.003,2.1,4.5,88.95,1.77,10.16,0.1,0.0,2.1,4.5,-1
2.600000000000001,28.283133161015506,-0.093649,12.057543730898022,0.7963136052657324,0.0,2.1,4.5,70.79,1.43,6.49,54.4,0.013,2.1,4.5,34.36,2.42,5.82,57.2,0.0,2.1,4.5,146.23,1.2,10.0,49.0,0.003,2.1,4.5,89.96,1.77,10.16,0.0,0.0,2.1,4.5,-1
2.700000000000001,29.48888753410531,-0.093649,12.14618623565263,0.8864250475460735,0.0,2.1,4.5,71.51,1.44,7.2,7.1,0.007,2.1,4.5,35.02,2.42,6.56,7.4,0.0,2.1,4.5,147.24,1.2,10.1,1.0,0.004,2.1,4.5,90.98,1.77,10.16,0.0,0.0,2.1,4.5,-1
2.800000000000001,30.703506157670574,-0.093649,12.229738557930304,0.8355232227767442,0.0,2.1,4.5,72.24,1.44,7.28,0.8,0.029,2.1,4.5,35.74,2.42,7.28,7.2,0.0,2.1,4.5,148.26,1.21,10.2,1.0,0.007,2.1,4.5,91.99,1.77,10.15,-0.1,0.0,2.1,4.5,-1
2.9000000000000012,31.926480013463603,-0.093649,12.134381135939526,-0.953574219907775,0.0,2.1,4.5,72.43,1.45,1.87,-54.1,6.262,2.1,4.5,36.06,2.42,3.15,-41.3,0.0,2.1,4.5,148.86,1.21,6.0,-42.0,0.004,2.1,4.5,93.01,1.77,10.16,0.1,0.0,2.1,4.5,-1
3.0000000000000013,33.139918127057555,-0.093649,12.206771093880205,0.723899579406791,0.0,2.1,4.5,73.16,1.44,7.34,54.7,0.047,2.1,4.5,36.73,2.42,6.7,35.5,0.0,2.1,4.5,149.85,1.21,9.9,39.0,0.004,2.1,4.5,94.03,1.77,10.16,0.0,0.0,2.1,4.5,-1
3.1000000000000014,34.360595236445576,-0.093649,12.254311139299789,0.4754004541958506,0.0,2.1,4.5,73.83,1.47,6.66,-6.8,0.117,2.1,4.5,37.39,2.42,6.64,-0.6,0.0,2.1,4.5,150.84,1.22,9.9,0.0,0.003,2.1,4.5,95.04,1.77,10.16,0.0,0.0,2.1,4.5,-1
3.2000000000000015,35.586026350375555,-0.093649,12.130817935454042,-1.2349320384574654,0.0,2.1,4.5,74.05,1.49,2.22,-44.4,0.028,2.1,4.5,37.87,2.42,4.76,-18.8,0.0,2.1,4.5,151.63,1.22,7.9,-20.0,0.001,2.1,4.5,96.06,1.77,10.15,-0.1,0.0,2.1,4.5,-1
3.3000000000000016,36.79910814392096,-0.093649,12.176107346407338,0.4528941095329727,0.0,2.1,4.5,74.75,1.51,7.02,48.0,0.014,2.1,4.5,38.57,2.42,7.03,22.7,0.0,2.1,4.5,152.56,1.22,9.3,14.0,6.279,2.1,4.5,97.07,1.77,10.16,0.1,0.0,2.1,4.5,-1
3.4000000000000017,38.0167188785617,-0.093649,12.222658843354244,0.4655149694690562,0.0,2.1,4.5,75.48,1.52,7.35,3.3,0.0,2.1,4.5,39.24,2.42,6.71,-3.2,0.0,2.1,4.5,153.52,1.22,9.6,3.0,6.278,2.1,4.5,98.09,1.77,10.16,0.0,0.0,2.1,4.5,-1
3.5000000000000018,39.23898476289712,-0.093649,12.045321180173058,-1.7733766318118678,0.0,2.1,4.5,75.67,1.52,1.9,-54.5,6.223,2.1,4.5,39.37,2.42,1.26,-54.5,0.0,2.1,4.5,154.22,1.22,7.0,-26.0,6.277,2.1,4.5,99.11,1.77,10.16,0.0,0.0,2.1,4.5,-1
3.600000000000002,40.44351688091442,-0.093649,12.076587224226188,0.31266044053129866,0.0,2.1,4.5,76.38,1.48,7.07,51.7,6.218,2.1,4.5,40.07,2.42,7.06,58.0,0.0,2.1,4.5,155.15,1.22,9.3,23.0,6.28,2.1,4.5,100.12,1.77,10.15,-0.1,0.0,2.1,4.5,-1
3.700000000000002,41.651175603337045,-0.093649,12.011625935342654,-0.6496128888353498,0.0,2.1,4.5,76.86,1.45,4.86,-22.1,6.239,2.1,4.5,40.54,2.42,4.69,-23.7,0.0,2.1,4.5,155.97,1.22,8.2,-11.0,0.001,2.1,4.5,101.14,1.77,10.2,0.5,0.0,2.1,4.5,-1
3.800000000000002,42.85233819687131,-0.093649,11.943217795358104,-0.684081399845494,0.0,2.1,4.5,77.35,1.43,4.85,-0.1,6.267,2.1,4.5,41.01,2.42,4.69,0.0,0.0,2.1,4.5,156.79,1.22,8.2,0.0,0.001,2.1,4.5,102.15,1.77,10.1,-1.0,0.0,2.1,4.5,-1
3.900000000000002,44.04665997640712,-0.093649,11.978206778639969,0.3498898328186504,0.0,2.1,4.5,78.12,1.42,7.68,28.3,0.0,2.1,4.5,41.72,2.42,7.03,23.4,0.0,2.1,4.5,157.75,1.22,9.6,14.0,0.002,2.1,4.5,103.17,1.77,10.2,1.0,0.0,2.1,4.5,-1
4.000000000000002,45.244480654271115,-0.093649,11.99069808267646,0.12491304036490086,0.0,2.1,4.5,78.85,1.42,7.33,-3.5,0.0,2.1,4.5,42.45,2.42,7.34,3.1,0.0,2.1,4.5,158.71,1.22,9.6,0.0,0.003,2.1,4.5,104.18,1.77,10.1,-1.0,0.0,2.1,4.5,-1
4.100000000000001,46.44355046253876,-0.093649,11.784123528301423,-2.0657455437503627,0.0,2.1,4.5,79.13,1.42,2.82,-45.1,0.0,2.1,4.5,42.7,2.42,2.5,-48.4,0.0,2.1,4.5,159.38,1.22,6.7,-29.0,6.28,2.1,4.5,105.2,1.77,10.2,1.0,0.0,2.1,4.5,-1
4.200000000000001,47.6219628153689,-0.093649,11.81721119112317,0.3308766282174675,0.0,2.1,4.5,79.93,1.42,7.98,51.6,0.0,2.1,4.5,43.43,2.42,7.34,48.4,0.0,2.1,4.5,160.24,1.22,8.6,19.0,6.278,2.1,4.5,106.09,1.77,8.9,-13.0,0.0,2.1,4.5,-1
4.300000000000001,48.80368393448122,-0.093649,11.831217356488855,0.14006165365686443,0.0,2.1,4.5,80.7,1.42,7.7,-2.8,0.0,2.1,4.5,44.17,2.42,7.37,0.3,0.0,2.1,4.5,161.2,1.22,9.6,10.0,6.275,2.1,4.5,107.02,1.77,9.3,4.0,0.0,2.1,4.5,-1
4.4,49.9868056701301,-0.093649,11.698216739184414,-1.3300061730444173,0.0,2.1,4.5,81.17,1.42,4.71,-29.9,0.0,2.1,4.5,44.42,2.42,2.48,-48.9,0.0,2.1,4.5,161.96,1.22,7.6,-20.0,6.276,2.1,4.5,107.78,1.77,7.6,-17.0,0.0,2.1,4.5,-1
4.5,51.156627344048545,-0.093649,11.707855128160716,0.09638388976302113,0.0,2.1,4.5,81.95,1.42,7.82,31.1,0.0,2.1,4.5,45.17,2.42,7.5,50.2,0.0,2.1,4.5,162.93,1.21,9.7,21.0,6.276,2.1,4.5,108.63,1.77,8.5,9.0,0.0,2.1,4.5,-1
4.6,52.32741285686462,-0.093649,11.746949608474171,0.3909448031345586,0.0,2.1,4.5,82.82,1.42,8.69,8.7,0.0,2.1,4.5,45.91,2.42,7.41,-0.9,0.002,2.1,4.5,163.9,1.21,9.7,0.0,6.275,2.1,4.5,109.46,1.77,8.3,-2.0,0.0,2.1,4.5,-1
4.699999999999999,53.50210781771204,-0.093649,11.573458017818568,-1.7349159065560207,0.0,2.1,4.5,83.27,1.42,4.43,-42.6,0.0,2.1,4.5,46.26,2.42,3.47,-39.4,0.002,2.1,4.5,164.66,1.21,7.6,-21.0,6.278,2.1,4.5,110.2,1.77,7.4,-9.0,0.0,2.1,4.5,-1
4.799999999999999,54.659453619493895,-0.093649,11.5865316896927,0.1307367187413212,0.0,2.1,4.5,84.09,1.42,8.24,38.1,0.0,2.1,4.5,47.02,2.42,7.6,41.3,0.003,2.1,4.5,165.64,1.2,9.8,22.0,0.0,2.1,4.5,110.99,1.77,7.9,5.0,0.0,2.1,4.5,-1
4.899999999999999,55.81810678846317,-0.093649,11.57955410741768,-0.06977582275020798,0.0,2.1,4.5,84.88,1.42,7.89,-3.5,0.0,2.1,4.5,47.77,2.43,7.57,-0.3,0.006,2.1,4.5,166.94,1.2,13.0,32.0,0.0,2.1,4.5,112.22,1.77,12.3,44.0,0.0,2.1,4.5,-1
4.999999999999998,56.97606219920494,-0.093649,11.411908058153411,-1.6764604926426812,0.0,2.1,4.5,85.38,1.42,5.02,-28.7,0.001,2.1,4.5,48.21,2.43,4.38,-31.9,0.004,2.1,4.5,167.86,1.2,9.2,-38.0,0.0,2.1,4.5,112.85,1.77,6.3,-60.0,0.0,2.1,4.5,-1
5.099999999999998,58.11725300502028,-0.093649,11.43199734732362,0.20089289170208868,0.0,2.1,4.5,86.24,1.42,8.56,35.4,0.002,2.1,4.5,49.03,2.43,8.24,38.6,0.004,2.1,4.5,168.78,1.2,9.2,0.0,0.0,2.1,4.5,113.9,1.77,10.5,42.0,0.0,2.1,4.5,-1
5.1999999999999975,59.260452739752644,-0.093649,11.441183382880508,0.09186035556888322,0.0,2.1,4.5,87.09,1.43,8.52,-0.4,0.005,2.1,4.5,49.82,2.44,7.87,-3.7,0.007,2.1,4.5,169.73,1.2,9.5,3.0,0.0,2.1,4.5,114.79,1.77,8.9,-16.0,0.0,2.1,4.5,-1
5.299999999999997,60.404571078040696,-0.093649,11.243752991335061,-1.974303915454468,0.0,2.1,4.5,87.58,1.43,4.95,-35.7,0.004,2.1,4.5,50.32,2.44,4.96,-29.1,0.004,2.1,4.5,170.55,1.2,8.2,-13.0,0.0,2.1,4.5,115.54,1.77,7.5,-14.0,0.0,2.1,4.5,-1
5.399999999999997,61.5289463771742,-0.093649,11.246196460064889,0.024434687298275467,0.0,2.1,4.5,88.42,1.43,8.35,34.0,0.005,2.1,4.5,51.12,2.44,8.03,30.7,0.004,2.1,4.5,171.64,1.2,10.9,27.0,0.0,2.1,4.5,116.47,1.77,9.3,18.0,0.0,2.1,4.5,-1
5.4999999999999964,62.65356602318069,-0.093649,11.257171703076896,0.10975243012006382,0.0,2.1,4.5,89.29,1.44,8.68,3.3,6.273,2.1,4.5,51.96,2.45,8.35,3.2,0.004,2.1,4.5,172.57,1.2,9.3,-16.0,0.0,2.1,4.5,117.37,1.77,9.0,-3.0,0.0,2.1,4.5,-1
5.599999999999996,63.779283193488375,-0.093649,11.262373355911658,0.0520165283476141,0.0,2.1,4.5,90.16,1.43,8.68,0.0,6.268,2.1,4.5,52.76,2.45,8.04,-3.1,6.273,2.1,4.5,173.56,1.2,9.9,6.0,0.0,2.1,4.5,118.3,1.77,9.3,3.0,0.0,2.1,4.5,-1
5.699999999999996,64.90552052907954,-0.093649,11.0890756813936,-1.7329767451805635,0.0,2.1,4.5,90.73,1.42,5.8,-28.8,6.271,2.1,4.5,53.28,2.44,5.17,-28.7,6.27,2.1,4.5,174.31,1.2,7.5,-24.0,0.0,2.1,4.5,119.01,1.77,7.1,-22.0,0.0,2.1,4.5,-1
5.799999999999995,66.0144280972189,-0.093649,11.107033554030208,0.17957872636607072,0.0,2.1,4.5,91.63,1.41,8.97,31.7,6.266,2.1,4.5,54.11,2.44,8.32,31.5,6.258,2.1,4.5,175.3,1.2,9.9,24.0,0.0,2.1,4.5,119.97,1.77,9.6,25.0,0.0,2.1,4.5,-1
5.899999999999995,67.12513145262191,-0.093649,10.9725699108978,-1.3446364313240853,0.0,2.1,4.5,92.27,1.41,6.36,-26.1,6.269,2.1,4.5,54.65,2.42,5.4,-29.2,6.264,2.1,4.5,176.16,1.2,8.6,-13.0,0.0,2.1,4.5,120.7,1.77,7.3,-23.0,0.0,2.1,4.5,-1
5.999999999999995,68.2223884437117,-0.093649,10.982023232689192,0.0945332179139221,0.0,2.1,4.5,93.16,1.4,8.93,25.7,0.0,2.1,4.5,55.48,2.41,8.29,28.9,6.264,2.1,4.5,177.05,1.2,8.9,3.0,0.0,2.1,4.5,121.75,1.77,10.5,32.0,0.0,2.1,4.5,-1
6.099999999999994,69.32059076698062,-0.093649,10.991412100168722,0.09388867479529911,0.0,2.1,4.5,94.06,1.4,9.01,0.8,0.0,2.1,4.5,56.32,2.4,8.38,0.9,6.272,2.1,4.5,178.14,1.2,10.9,20.0,0.0,2.1,4.5,122.72,1.77,9.7,-8.0,0.0,2.1,4.5,-1
6.199999999999994,70.41973197699748,-0.093649,11.00093791902443,0.0952581885570908,0.0,2.1,4.5,94.97,1.4,9.11,1.0,0.0,2.1,4.5,57.2,2.39,8.79,4.1,6.274,2.1,4.5,179.15,1.2,10.1,-8.0,0.0,2.1,4.5,123.69,1.77,9.7,0.0,0.0,2.1,4.5,-1
6.299999999999994,71.51982576889992,-0.093649,10.806921300274372,-1.9401661875005838,0.0,2.1,4.5,95.56,1.4,5.92,-31.9,0.0,2.1,4.5,57.69,2.39,4.95,-38.4,6.28,2.1,4.5,179.97,1.2,8.2,-19.0,0.0,2.1,4.5,124.51,1.77,8.2,-15.0,0.0,2.1,4.5,-1
6.399999999999993,72.60051789892736,-0.093649,10.822903174680356,0.15981874405984706,0.0,2.1,4.5,96.48,1.4,9.13,32.1,0.0,2.1,4.5,58.19,2.39,4.96,0.1,0.0,2.1,4.5,180.98,1.2,10.1,19.0,0.0,2.1,4.5,125.49,1.77,9.8,16.0,0.0,2.1,4.5,-1
6.499999999999993,73.6828082163954,-0.093649,10.834067215703053,0.11164041022697731,0.0,2.1,4.5,97.4,1.4,9.21,0.8,0.0,2.1,4.5,58.68,2.39,4.95,-0.1,0.0,2.1,4.5,181.96,1.2,9.8,-3.0,0.0,2.1,4.5,126.51,1.77,10.2,4.0,0.0,2.1,4.5,-1
6.5999999999999925,74.7662149379657,-0.093649,10.734075588508997,-0.999916271940566,0.0,2.1,4.5,98.14,1.4,7.37,-18.4,0.0,2.1,4.5,59.18,2.39,4.96,0.1,0.0,2.1,4.5,182.76,1.2,8.0,-18.0,6.28,2.1,4.5,127.31,1.77,8.0,-22.0,0.0,2.1,4.5,-1
6.699999999999992,75.8396224968166,-0.093649,10.747324421806097,0.13248833297099152,0.0,2.1,4.5,99.07,1.4,9.37,20.0,0.0,2.1,4.5,59.67,2.39,4.95,-0.1,0.0,2.1,4.5,183.76,1.2,10.0,20.0,6.279,2.1,4.5,128.37,1.77,10.6,26.0,0.0,2.1,4.5,-1
6.799999999999992,76.9143549389972,-0.093649,10.607008778568268,-1.403156432378293,0.0,2.1,4.5,99.76,1.4,6.89,-24.8,0.0,2.1,4.5,60.17,2.39,4.96,0.1,0.0,2.1,4.5,184.48,1.2,7.2,-28.0,6.279,2.1,4.5,129.25,1.77,8.8,-18.0,0.0,2.1,4.5,-1
6.8999999999999915,77.97505581685404,-0.093649,10.650875252829417,0.43866474261148874,0.0,2.1,4.5,100.75,1.4,9.88,29.9,0.0,2.1,4.5,60.66,2.39,4.95,-0.1,0.0,2.1,4.5,185.5,1.2,10.2,30.0,6.278,2.1,4.5,130.33,1.77,10.8,20.0,0.0,2.1,4.5,-1
6.999999999999991,79.04014334213699,-0.093649,10.668924496161727,0.18049243332310194,0.0,2.1,4.5,101.7,1.4,9.5,-3.8,0.009,2.1,4.5,61.16,2.39,4.96,0.1,0.0,2.1,4.5,186.49,1.2,9.9,-3.0,6.278,2.1,4.5,131.39,1.77,10.6,-2.0,0.0,2.1,4.5,-1
7.099999999999991,80.10703579175316,-0.093649,10.709151346849458,0.4022685068773091,0.0,2.1,4.5,102.7,1.41,10.0,5.0,0.041,2.1,4.5,61.65,2.39,4.95,-0.1,0.0,2.1,4.5,187.49,1.2,10.0,1.0,6.278,2.1,4.5,132.48,1.77,10.9,3.0,0.0,2.1,4.5,-1
7.19999999999999,81.17795092643811,-0.093649,10.591850738067256,-1.1730060878220216,0.0,2.1,4.5,103.45,1.44,7.51,-24.9,0.038,2.1,4.5,62.15,2.39,4.96,0.1,0.0,2.1,4.5,188.3,1.2,8.1,-19.0,6.279,2.1,4.5,133.42,1.77,9.4,-15.0,0.0,2.1,4.5,-1
7.29999999999999,82.23713600024485,-0.093649,10.614719725739167,0.2286898767191126,0.0,2.1,4.5,104.42,1.47,9.71,22.0,0.044,2.1,4.5,62.65,2.39,4.95,-0.1,0.0,2.1,4.5,189.19,1.2,8.9,8.0,6.279,2.1,4.5,134.52,1.77,11.0,16.0,0.0,2.1,4.5,-1
7.39999999999999,83.29860797281876,-0.093649,10.63900296851807,0.24283242778902417,0.0,2.1,4.5,105.4,1.52,9.81,1.0,0.048,2.1,4.5,63.14,2.39,4.95,0.0,0.0,2.1,4.5,190.08,1.2,8.9,0.0,0.0,2.1,4.5,135.56,1.77,10.4,-6.0,0.0,2.1,4.5,-1
7.499999999999989,84.36250826967057,-0.093649,10.675521778061666,0.36518809543596237,0.0,2.1,4.5,106.41,1.56,10.11,3.0,6.275,2.1,4.5,63.64,2.39,4.96,0.1,0.0,2.1,4.5,190.97,1.2,8.9,0.0,0.0,2.1,4.5,136.66,1.77,11.0,6.0,0.0,2.1,4.5,-1
7.599999999999989,85.43006044747673,-0.093649,10.518936862960855,-1.5658491510081185,0.0,2.1,4.5,107.13,1.56,7.2,-29.1,6.255,2.1,4.5,64.13,2.39,4.95,-0.1,0.0,2.1,4.5,191.86,1.2,8.9,0.0,0.0,2.1,4.5,137.65,1.77,9.9,-11.0,0.0,2.1,4.5,-1
7.699999999999989,86.48195413377282,-0.093649,10.562483736011146,0.43546873050290863,0.0,2.1,4.5,108.15,1.54,10.2,30.0,6.249,2.1,4.5,64.63,2.39,4.96,0.1,0.0,2.1,4.5,192.75,1.2,8.9,0.0,0.0,2.1,4.5,138.79,1.77,11.4,15.0,0.0,2.1,4.5,-1
7.799999999999988,87.53820250737394,-0.093649,10.601697890996581,0.39214154985435257,0.0,2.1,4.5,109.17,1.5,10.2,0.0,6.241,2.1,4.5,65.12,2.39,4.95,-0.1,0.0,2.1,4.5,193.64,1.2,8.9,0.0,0.0,2.1,4.5,140.03,1.77,12.4,10.0,0.0,2.1,4.5,-1
7.899999999999988,88.5983722964736,-0.093649,10.372246710713664,-2.294511802829171,0.0,2.1,4.5,109.81,1.48,6.4,-38.0,6.26,2.1,4.5,65.62,2.39,4.96,0.1,0.0,2.1,4.5,194.53,1.2,8.9,0.0,0.0,2.1,4.5,140.96,1.77,9.3,-31.0,0.0,2.1,4.5,-1
7.999999999999988,89.63559696754497,-0.093649,10.384622705299142,0.1237599458547717,0.0,2.1,4.5,110.77,1.46,9.6,32.0,0.037,2.1,4.5,66.11,2.39,4.95,-0.1,0.0,2.1,4.5,195.42,1.2,8.9,0.0,0.0,2.1,4.5,142.11,1.77,11.5,22.0,0.0,2.1,4.5,-1
